source_file,record_id,year,date,colony_name,latitude,longitude,dotter,habitat,oil_present,notes,additional_notes,species_code,state,geo_region,combined_text,nests,birds,text_length,has_coordinates
colony_notes_2011_2021,CN2011_3579,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; incubating; no birds or chicks seen in June; breeding failure possibly due to flooding.,,BLSK,,,Habitat: Island with jetty perimeter | Species: BLSK | Notes: Complete coverage; incubating; no birds or chicks seen in June; breeding failure possibly due to flooding.,,,168,False
colony_notes_2011_2021,CN2011_3580,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; adults with chicks,,CATE,,,Habitat: Island with jetty perimeter | Species: CATE | Notes: Complete coverage; adults with chicks,,,99,False
colony_notes_2011_2021,CN2011_3581,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; incubating with 2 white morph nests with chicks,,REEG,,,Habitat: Island with jetty perimeter | Species: REEG | Notes: Complete coverage; incubating with 2 white morph nests with chicks,,,128,False
colony_notes_2011_2021,CN2011_3582,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; incubating with only 1 bird with chick; some sites but no chicks observed in June. Breeding failure possibly due to flooding.,,LAGU,,,Habitat: Island with jetty perimeter | Species: LAGU | Notes: Complete coverage; incubating with only 1 bird with chick; some sites but no chicks observed in June. Breeding failure possibly due to flooding.,,,206,False
colony_notes_2011_2021,CN2011_3583,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; incubating; no birds or chicks observed in June. Breeding failure possibly due to flooding.,,GBTE,,,Habitat: Island with jetty perimeter | Species: GBTE | Notes: Complete coverage; incubating; no birds or chicks observed in June. Breeding failure possibly due to flooding.,,,172,False
colony_notes_2011_2021,CN2011_3584,2021,06/20/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,New REEG dark morph and GBHE nest sites not present in May; incubating; 1 dark morph REEG site,,REEG/GBHE,,,Habitat: Island with jetty perimeter | Species: REEG/GBHE | Notes: New REEG dark morph and GBHE nest sites not present in May; incubating; 1 dark morph REEG site,,,161,False
colony_notes_2011_2021,CN2011_3585,2021,05/17/21 00:00:00,Rabit Island Laguna Madre,,,BMR,Island with jetty perimeter,N,Complete coverage; incubating; Less than 20 chicks in June. Breeding failure possibly due to flooding.,,ROYT,,,Habitat: Island with jetty perimeter | Species: ROYT | Notes: Complete coverage; incubating; Less than 20 chicks in June. Breeding failure possibly due to flooding.,,,164,False
colony_notes_2011_2021,CN2011_3586,2021,05/17/21 00:00:00,Skimmer Island Nueces Bay,,,PJC,"platforms, marsh, rock perimeter w. small opening",N,"GREG chicks small, GBHE chicks slightly older; similar nest #s in June",,GBHE/GREG,,,"Habitat: platforms, marsh, rock perimeter w. small opening | Species: GBHE/GREG | Notes: GREG chicks small, GBHE chicks slightly older; similar nest #s in June",,,159,False
colony_notes_2011_2021,CN2011_3587,2013,06/18/13 00:00:00,Chandeleur South C,,,MWP,sand/beach,N,only 3 sites within BLSK,,GBTE,,,Habitat: sand/beach | Species: GBTE | Notes: only 3 sites within BLSK,,,69,False
colony_notes_2011_2021,CN2011_3588,2013,06/18/13 00:00:00,Chandeleur South C,,,MWP,sand/beach,N,group of BLSK,,BLSK,,,Habitat: sand/beach | Species: BLSK | Notes: group of BLSK,,,58,False
colony_notes_2011_2021,CN2011_3589,2013,06/18/13 00:00:00,Chandeleur North F,,,MWP,sand/beach,N,good count; location south of MWP109 of past years; coord. At 29.8698/-88.8304,,ROYT,,,Habitat: sand/beach | Species: ROYT | Notes: good count; location south of MWP109 of past years; coord. At 29.8698/-88.8304,,,123,False
colony_notes_2011_2021,CN2011_3590,2013,06/18/13 00:00:00,Biloxi North 38,,,MWP,beach/marsh,N,included this colony in with SLF14 until I realized it was separate islands; assigned it a new colony number and location. Adjusted screencapture names but text in screencaptures still say SLF14 Area X; kept the area numbers just so that those matched,,ALL,,,Habitat: beach/marsh | Species: ALL | Notes: included this colony in with SLF14 until I realized it was separate islands; assigned it a new colony number and location. Adjusted screencapture names but text in screencaptures still say SLF14 Area X; kept the area numbers just so that those matched,,,296,False
colony_notes_2011_2021,CN2011_3591,2011,06/15/11 00:00:00,Chandeleur North G,,,MWP,barrier island,N,small BLSK group; mixed with a few GBTE and ~30 LETE sites,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: small BLSK group; mixed with a few GBTE and ~30 LETE sites,,,107,False
colony_notes_2011_2021,CN2011_3592,2011,06/15/11 00:00:00,Chandeleur North G,,,MWP,barrier island,N,just a couple of sites within the BLSK sites,,GBTE,,,Habitat: barrier island | Species: GBTE | Notes: just a couple of sites within the BLSK sites,,,93,False
colony_notes_2011_2021,CN2011_3593,2011,06/15/11 00:00:00,Chandeleur North G,,,MWP,barrier island,N,spotted in photos; could not see them while flying; probably incomplete coverage as colony appears to move into shore more than we photographed,,LETE,,,Habitat: barrier island | Species: LETE | Notes: spotted in photos; could not see them while flying; probably incomplete coverage as colony appears to move into shore more than we photographed,,,192,False
colony_notes_2011_2021,CN2011_3594,2012,05/29/12 00:00:00,Chandeleur North J,,,MWP,barrier island,N,small colony of BLSK and GBTE,,,,,Habitat: barrier island | Notes: small colony of BLSK and GBTE,,,62,False
colony_notes_2011_2021,CN2011_3595,2012,06/19/12 00:00:00,Chandeleur North J,,,MWP,barrier island,N,"flew past, no photos taken; assume no bird observed",,,,,"Habitat: barrier island | Notes: flew past, no photos taken; assume no bird observed",,,84,False
colony_notes_2011_2021,CN2011_3596,2011,06/15/11 00:00:00,Chandeleur North H,,,MWP,barrier island,N,more sites than in May; should use this survey for breeding population,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: more sites than in May; should use this survey for breeding population,,,119,False
colony_notes_2011_2021,CN2011_3597,2011,06/15/11 00:00:00,Chandeleur North H,,,MWP,barrier island,N,a few more sites than in May; should be used for breeding population estimate,,GBTE,,,Habitat: barrier island | Species: GBTE | Notes: a few more sites than in May; should be used for breeding population estimate,,,126,False
colony_notes_2011_2021,CN2011_3598,2013,05/24/13 00:00:00,Chandeleur North G,,,MWP,sand/beach,N,group of BLSK with 1 GBTE site,,BLSK,,,Habitat: sand/beach | Species: BLSK | Notes: group of BLSK with 1 GBTE site,,,75,False
colony_notes_2011_2021,CN2011_3599,2013,05/24/13 00:00:00,Chandeleur North G,,,MWP,sand/beach,N,group of BLSK with 1 GBTE site,,GBTE,,,Habitat: sand/beach | Species: GBTE | Notes: group of BLSK with 1 GBTE site,,,75,False
colony_notes_2011_2021,CN2011_3600,2013,05/24/13 00:00:00,Chandeleur North G,,,MWP,sand/beach,N,group of CATE with ROSA colony; a bit north of the BLSK colony; not photographed in June and flew direct over colony site,,CATE,,,Habitat: sand/beach | Species: CATE | Notes: group of CATE with ROSA colony; a bit north of the BLSK colony; not photographed in June and flew direct over colony site,,,166,False
colony_notes_2011_2021,CN2011_3601,2013,05/24/13 00:00:00,Chandeleur North G,,,MWP,sand/beach,N,small group of ROYT with SATE and CATE; not photographed in June but flew directly over colony in June,,ROYT,,,Habitat: sand/beach | Species: ROYT | Notes: small group of ROYT with SATE and CATE; not photographed in June but flew directly over colony in June,,,147,False
colony_notes_2011_2021,CN2011_3602,2013,05/24/13 00:00:00,Chandeleur North G,,,MWP,sand/beach,N,small group of ROYT with SATE and CATE; not photographed in June but flew directly over colony in June,,SATE,,,Habitat: sand/beach | Species: SATE | Notes: small group of ROYT with SATE and CATE; not photographed in June but flew directly over colony in June,,,147,False
colony_notes_2011_2021,CN2011_3603,2013,06/18/13 00:00:00,Chandeleur North F,,,MWP,sand/beach,N,good count; location south of MWP109 of past years; coord. At 29.8698/-88.8304,,SATE,,,Habitat: sand/beach | Species: SATE | Notes: good count; location south of MWP109 of past years; coord. At 29.8698/-88.8304,,,123,False
colony_notes_2011_2021,CN2011_3604,2011,05/18/11 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Low Shrubs, grasses.",N,"TRHE still appear to be setting up nests, sites inconspicuous.",,TRHE,,,"Habitat: Low Shrubs, grasses. | Species: TRHE | Notes: TRHE still appear to be setting up nests, sites inconspicuous.",,,117,False
colony_notes_2011_2021,CN2011_3605,2011,05/18/11 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Low Shrubs, grasses.",N,100% of the colony was analyzed and counted.,,,,,"Habitat: Low Shrubs, grasses. | Notes: 100% of the colony was analyzed and counted.",,,83,False
colony_notes_2011_2021,CN2011_3606,2012,05/27/12 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Grasses, sand.",N,100% of the colony was analyzed; Land area is noticeably smaller in 2012 with much less vegetation and more exposed sand.,,,,,"Habitat: Grasses, sand. | Notes: 100% of the colony was analyzed; Land area is noticeably smaller in 2012 with much less vegetation and more exposed sand.",,,154,False
colony_notes_2011_2021,CN2011_3607,2013,05/23/13 00:00:00,Bay Ronquille Northeast Island,,,PJC,just a sandbar remains,N,roosting birds only; no breeding habitat available,,,,,Habitat: just a sandbar remains | Notes: roosting birds only; no breeding habitat available,,,91,False
colony_notes_2011_2021,CN2011_3608,2012,06/20/12 00:00:00,Bay Ronquille Northeast Island,,,PJC,,N,"a few LAGU nests still active, but all BRPE failed due to flooding",,,,,"Notes: a few LAGU nests still active, but all BRPE failed due to flooding",,,73,False
colony_notes_2011_2021,CN2011_3609,2013,06/19/13 00:00:00,Bay Ronquille Northeast Island,,,PJC,just a sandbar remains,N,roosting birds only; no breeding habitat available,,,,,Habitat: just a sandbar remains | Notes: roosting birds only; no breeding habitat available,,,91,False
colony_notes_2011_2021,CN2011_3610,2012,05/27/12 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Grasses, sand.",N,BRPE siting on nests and several fledged YY seen along shoreline.,,BRPE,,,"Habitat: Grasses, sand. | Species: BRPE | Notes: BRPE siting on nests and several fledged YY seen along shoreline.",,,114,False
colony_notes_2011_2021,CN2011_3611,2011,05/18/11 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Low Shrubs, grasses.",N,"LAGU still appear to be setting up nests, sites inconspicuous.",,LAGU,,,"Habitat: Low Shrubs, grasses. | Species: LAGU | Notes: LAGU still appear to be setting up nests, sites inconspicuous.",,,117,False
colony_notes_2011_2021,CN2011_3612,2012,05/27/12 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Grasses, sand.",N,LAGU all sitting low on sites.,,LAGU,,,"Habitat: Grasses, sand. | Species: LAGU | Notes: LAGU all sitting low on sites.",,,79,False
colony_notes_2011_2021,CN2011_3613,2011,06/17/11 00:00:00,Bay Ronquille Northeast Island,,,PJC,,N,"BRPE increased since May - mostly incubating, but some still building; other sp. not counted",,,,,"Notes: BRPE increased since May - mostly incubating, but some still building; other sp. not counted",,,99,False
colony_notes_2011_2021,CN2011_3614,2011,05/18/11 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Low Shrubs, grasses.",N,WHIB seen with 1/3 to 1/2 grown chicks.,,WHIB,,,"Habitat: Low Shrubs, grasses. | Species: WHIB | Notes: WHIB seen with 1/3 to 1/2 grown chicks.",,,94,False
colony_notes_2011_2021,CN2011_3615,2012,05/27/12 00:00:00,Bay Ronquille Northeast Island,,,KMR,"Grasses, sand.",N,TRHE sitting low on sites.,,TRHE,,,"Habitat: Grasses, sand. | Species: TRHE | Notes: TRHE sitting low on sites.",,,75,False
colony_notes_2011_2021,CN2011_3616,2011,05/19/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,a small colony of CATE mixed with BLSK,MWP11,CATE,,,Habitat: barrier island | Species: CATE | Notes: a small colony of CATE mixed with BLSK | Additional: MWP11,,,107,False
colony_notes_2011_2021,CN2011_3617,2013,06/19/13 00:00:00,Grand Island Point,,,PJC,no vegetation remains; just a sandbar,N,only 5 LAGU sites; primarily just roosting birds,,,,,Habitat: no vegetation remains; just a sandbar | Notes: only 5 LAGU sites; primarily just roosting birds,,,104,False
colony_notes_2011_2021,CN2011_3618,2011,05/18/11 00:00:00,Grand Island Point,,,KMR,"Grasses, sand.",N,100% of colony analyzed and counted.,,,,,"Habitat: Grasses, sand. | Notes: 100% of colony analyzed and counted.",,,69,False
colony_notes_2011_2021,CN2011_3619,2011,05/18/11 00:00:00,Grand Island Point,,,KMR,"Grasses, sand.",N,TRHE all sitting low or apparently building sites.,,TRHE,,,"Habitat: Grasses, sand. | Species: TRHE | Notes: TRHE all sitting low or apparently building sites.",,,99,False
colony_notes_2011_2021,CN2011_3620,2011,05/18/11 00:00:00,Grand Island Point,,,KMR,"Grasses, sand.",N,FOTE on sites.,,FOTE,,,"Habitat: Grasses, sand. | Species: FOTE | Notes: FOTE on sites.",,,63,False
colony_notes_2011_2021,CN2011_3621,2011,05/18/11 00:00:00,Grand Island Point,,,KMR,"Grasses, sand.",N,BLSK on poorly made sites.,,BLSK,,,"Habitat: Grasses, sand. | Species: BLSK | Notes: BLSK on poorly made sites.",,,75,False
colony_notes_2011_2021,CN2011_3622,2011,05/18/11 00:00:00,Grand Island Point,,,KMR,"Grasses, sand.",N,LAGU all sitting low on sites.,,LAGU,,,"Habitat: Grasses, sand. | Species: LAGU | Notes: LAGU all sitting low on sites.",,,79,False
colony_notes_2011_2021,CN2011_3623,2011,05/18/11 00:00:00,Gosier Islands South,,,MWP,barrier island,N,flew past; photos taken; roost only,,,,,Habitat: barrier island | Notes: flew past; photos taken; roost only,,,68,False
colony_notes_2011_2021,CN2011_3624,2011,05/19/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,a small colony of BLSK mixed with CATE on open beach area,MWP11,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: a small colony of BLSK mixed with CATE on open beach area | Additional: MWP11,,,126,False
colony_notes_2011_2021,CN2011_3625,2011,06/15/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,>3000 in the colony; none were at this location in May; excellent coverage and photos,MWP11,SATE,,,Habitat: barrier island | Species: SATE | Notes: >3000 in the colony; none were at this location in May; excellent coverage and photos | Additional: MWP11,,,154,False
colony_notes_2011_2021,CN2011_3626,2011,06/15/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,small number of BLSK but seems more than May 2011; mixed with 1000's of ROYT and SATE and a few CATE,MWP11,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: small number of BLSK but seems more than May 2011; mixed with 1000's of ROYT and SATE and a few CATE | Additional: MWP11,,,169,False
colony_notes_2011_2021,CN2011_3627,2011,06/15/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,small number of CATE but more than May 2011; mixed with 1000's of ROYT and SATE and a few BLSK,MWP11,CATE,,,Habitat: barrier island | Species: CATE | Notes: small number of CATE but more than May 2011; mixed with 1000's of ROYT and SATE and a few BLSK | Additional: MWP11,,,163,False
colony_notes_2011_2021,CN2011_3628,2011,06/15/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,>1000 in the colony; none were there in May; excellent coverage and photos,MWP11,ROYT,,,Habitat: barrier island | Species: ROYT | Notes: >1000 in the colony; none were there in May; excellent coverage and photos | Additional: MWP11,,,143,False
colony_notes_2011_2021,CN2011_3629,2011,05/19/11 00:00:00,Chandeleur North C,,,MWP,barrier island,N,flew by site but no photos taken; assume no birds were present during the survey,,,,,Habitat: barrier island | Notes: flew by site but no photos taken; assume no birds were present during the survey,,,113,False
colony_notes_2011_2021,CN2011_3630,2011,05/19/11 00:00:00,Chandeleur South A,,,MWP,barrier island,N,small CATE/BLSK colony; birds appear to be on sites,,,,,Habitat: barrier island | Notes: small CATE/BLSK colony; birds appear to be on sites,,,84,False
colony_notes_2011_2021,CN2011_3631,2011,06/15/11 00:00:00,Chandeleur South A,,,MWP,barrier island,N,small CATE/BLSK colony; birds appear to be on sites: maybe CATE numbers are slightly lower than June number,,,,,Habitat: barrier island | Notes: small CATE/BLSK colony; birds appear to be on sites: maybe CATE numbers are slightly lower than June number,,,140,False
colony_notes_2011_2021,CN2011_3632,2011,05/19/11 00:00:00,Chandeleur North F,,,MWP,barrier island,N,4 distinct subcolonies; 2 dotted and used for May; 1 added with June survey; 1 only use June survey info,,"ROYT, SATE",,,"Habitat: barrier island | Species: ROYT, SATE | Notes: 4 distinct subcolonies; 2 dotted and used for May; 1 added with June survey; 1 only use June survey info",,,159,False
colony_notes_2011_2021,CN2011_3633,2011,06/15/11 00:00:00,Chandeleur North F,,,MWP,barrier island,N,"4 distinct subcolonies; 2 dotted and used for May; 1 added with June survey; 1 only use June survey info; subcolonies ""1"" and ""2"" may be good candidates for quantitative reproductives success analysis",,"ROYT, SATE",,,"Habitat: barrier island | Species: ROYT, SATE | Notes: 4 distinct subcolonies; 2 dotted and used for May; 1 added with June survey; 1 only use June survey info; subcolonies ""1"" and ""2"" may be good candidates for quantitative reproductives success analysis",,,255,False
colony_notes_2011_2021,CN2011_3634,2011,05/19/11 00:00:00,Chandeleur North D,,,MWP,barrier island,N,">2,000 sites in colony; a few still setting up on edges otherwise fairly complete",,ROYT,,,"Habitat: barrier island | Species: ROYT | Notes: >2,000 sites in colony; a few still setting up on edges otherwise fairly complete",,,130,False
colony_notes_2011_2021,CN2011_3635,2011,05/19/11 00:00:00,Chandeleur North D,,,MWP,barrier island,N,a few dozen sites mixed in throughout the colony,,CATE,,,Habitat: barrier island | Species: CATE | Notes: a few dozen sites mixed in throughout the colony,,,97,False
colony_notes_2011_2021,CN2011_3636,2011,05/19/11 00:00:00,Chandeleur North D,,,MWP,barrier island,N,">2,000 sites in colony; a few still setting up on edges otherwise fairly complete",,SATE,,,"Habitat: barrier island | Species: SATE | Notes: >2,000 sites in colony; a few still setting up on edges otherwise fairly complete",,,130,False
colony_notes_2011_2021,CN2011_3637,2011,06/15/11 00:00:00,Chandeleur North D,,,MWP,barrier islands,N,"photographed colony but did not count; 95+% of colony in ""chick"" stage with 1000's of ROYT and SATE chicks at the water's edge; photos good enough to count everything if needed; may be able to get quantitative productivity estimate; qual. Good/excellent",,,,,"Habitat: barrier islands | Notes: photographed colony but did not count; 95+% of colony in ""chick"" stage with 1000's of ROYT and SATE chicks at the water's edge; photos good enough to count everything if needed; may be able to get quantitative productivity estimate; qual. Good/excellent",,,287,False
colony_notes_2011_2021,CN2011_3638,2011,05/19/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,only LAGU present; counted them in this year; incomplete survey; MWP113,,,,,Habitat: barrier island | Notes: only LAGU present; counted them in this year; incomplete survey; MWP113,,,104,False
colony_notes_2011_2021,CN2011_3639,2011,06/15/11 00:00:00,Chandeleur North B,,,MWP,barrier island,N,flew by colony; no photos taken; LAGU probably present but not photographed due to small numbers; MWP113,,,,,Habitat: barrier island | Notes: flew by colony; no photos taken; LAGU probably present but not photographed due to small numbers; MWP113,,,137,False
colony_notes_2011_2021,CN2011_3640,2011,06/15/11 00:00:00,Chandeleur North C,,,MWP,barrier island,N,a few mixed in with BLSK,,GBTE,,,Habitat: barrier island | Species: GBTE | Notes: a few mixed in with BLSK,,,73,False
colony_notes_2011_2021,CN2011_3641,2011,06/15/11 00:00:00,Chandeleur North C,,,MWP,barrier island,N,small colony; complete coverage,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: small colony; complete coverage,,,80,False
colony_notes_2011_2021,CN2011_3642,2011,05/19/11 00:00:00,Chandeleur North E,,,MWP,barrier island,N,flew by colony; no photos taken; no birds present,,,,,Habitat: barrier island | Notes: flew by colony; no photos taken; no birds present,,,82,False
colony_notes_2011_2021,CN2011_3643,2011,06/15/11 00:00:00,Chandeleur North E,,,MWP,barrier island,N,small group of BLSK,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: small group of BLSK,,,68,False
colony_notes_2011_2021,CN2011_3644,2011,05/19/11 00:00:00,Chandeleur North A,,,MWP,barrier island,N,flew by colony but no photos taken; assume gulls were present but not enough seen to warrant counting?,,LAGU,,,Habitat: barrier island | Species: LAGU | Notes: flew by colony but no photos taken; assume gulls were present but not enough seen to warrant counting?,,,151,False
colony_notes_2011_2021,CN2011_3645,2011,05/19/11 00:00:00,Chandeleur North A,,,MWP,barrier island,N,flew by colony but no photos taken; assume no birds (except gulls) were on the colony; June photos appear to confirm this as no tern chicks in June,,"ROYT, SATE",,,"Habitat: barrier island | Species: ROYT, SATE | Notes: flew by colony but no photos taken; assume no birds (except gulls) were on the colony; June photos appear to confirm this as no tern chicks in June",,,202,False
colony_notes_2011_2021,CN2011_3646,2011,06/15/11 00:00:00,Chandeleur North A,,,MWP,barrier island,N,gulls throughout island; only did visual estimate since overviews weren't quite good enough to count gull sites; est. is rough,,LAGU,,,Habitat: barrier island | Species: LAGU | Notes: gulls throughout island; only did visual estimate since overviews weren't quite good enough to count gull sites; est. is rough,,,175,False
colony_notes_2011_2021,CN2011_3647,2011,06/15/11 00:00:00,Chandeleur North A,,,MWP,barrier island,N,terns in incubating posture in photos; appears to be good timing on photos; missed a group of terns on a portion of this island but used overviews to est. numbers,,"ROYT, SATE, ROSA",,,"Habitat: barrier island | Species: ROYT, SATE, ROSA | Notes: terns in incubating posture in photos; appears to be good timing on photos; missed a group of terns on a portion of this island but used overviews to est. numbers",,,223,False
colony_notes_2011_2021,CN2011_3648,2011,05/19/11 00:00:00,Chandeleur South B,,,MWP,barrier island,N,SATE/ROYT/BLSK colony; some roosting BRPE,,,,,Habitat: barrier island | Notes: SATE/ROYT/BLSK colony; some roosting BRPE,,,74,False
colony_notes_2011_2021,CN2011_3649,2011,06/15/11 00:00:00,Chandeleur South B,,,MWP,barrier island,N,"SATE/ROYT ""chicked out"" so didn't count for this survey: production is fair to good but numbers seem lower than colony count (est. about 500 chicks) but photos of chicks incomplete; BLSK still on sites - counted use this survey; BRPE nesting; LAGU counted",,,,,"Habitat: barrier island | Notes: SATE/ROYT ""chicked out"" so didn't count for this survey: production is fair to good but numbers seem lower than colony count (est. about 500 chicks) but photos of chicks incomplete; BLSK still on sites - counted use this survey; BRPE nesting; LAGU counted",,,288,False
colony_notes_2011_2021,CN2011_3650,2011,05/19/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use only May survey for 2011,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: use only May survey for 2011,,,77,False
colony_notes_2011_2021,CN2011_3651,2011,05/19/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use only June survey for 2011,,"ROYT, SATE",,,"Habitat: barrier island | Species: ROYT, SATE | Notes: use only June survey for 2011",,,84,False
colony_notes_2011_2021,CN2011_3652,2011,05/19/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use only June survey for 2011,,CATE,,,Habitat: barrier island | Species: CATE | Notes: use only June survey for 2011,,,78,False
colony_notes_2011_2021,CN2011_3653,2011,06/15/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use only May count,,BLSK,,,Habitat: barrier island | Species: BLSK | Notes: use only May count,,,67,False
colony_notes_2011_2021,CN2011_3654,2011,06/15/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use June count,,CATE,,,Habitat: barrier island | Species: CATE | Notes: use June count,,,63,False
colony_notes_2011_2021,CN2011_3655,2011,06/15/11 00:00:00,Chandeleur South D,,,MWP,barrier island,N,use June count,,"ROYT,SATE",,,"Habitat: barrier island | Species: ROYT,SATE | Notes: use June count",,,68,False
colony_notes_2011_2021,CN2011_3656,2011,06/17/11 00:00:00,Grand Island Point,,,PJC,,N,photos analyzed -- breeding assemblage similar to May; small chicks evident for LAGU and FOTE,,,,,Notes: photos analyzed -- breeding assemblage similar to May; small chicks evident for LAGU and FOTE,,,100,False
colony_notes_2011_2021,CN2011_3657,2011,06/15/11 00:00:00,Gosier Islands South,,,MWP,barrier island,N,"flew past; photos taken and counted; GBTE, BLSK, CATE, SATE",,,,,"Habitat: barrier island | Notes: flew past; photos taken and counted; GBTE, BLSK, CATE, SATE",,,92,False
colony_notes_2011_2021,CN2011_3658,2012,05/29/12 00:00:00,Chandeleur North A,,,MWP,barrier island,N,small colony of BLSK and LAGU colony,,,,,Habitat: barrier island | Notes: small colony of BLSK and LAGU colony,,,69,False
colony_notes_2011_2021,CN2011_3659,2012,06/19/12 00:00:00,Chandeleur North A,,,MWP,barrier island,N,"flew past, no photos taken, assume no birds (except maybe gulls); however did not fly directly over colony based on trackline",,,,,"Habitat: barrier island | Notes: flew past, no photos taken, assume no birds (except maybe gulls); however did not fly directly over colony based on trackline",,,158,False
colony_notes_2011_2021,CN2011_3660,2012,05/29/12 00:00:00,Gosier Islands South,,,MWP,barrier island,N,flew past; no photos taken,,,,,Habitat: barrier island | Notes: flew past; no photos taken,,,59,False
colony_notes_2011_2021,CN2011_3661,2012,06/19/12 00:00:00,Gosier Islands South,,,MWP,barrier island,N,did not fly near this colony in 2012; no photos taken,,,,,Habitat: barrier island | Notes: did not fly near this colony in 2012; no photos taken,,,86,False
colony_notes_2011_2021,CN2011_3662,2012,05/29/12 00:00:00,Chandeleur North B,,,MWP,barrier island,N,"photos taken, counted BLSK and GBTE at this colony",,,,,"Habitat: barrier island | Notes: photos taken, counted BLSK and GBTE at this colony",,,83,False
colony_notes_2011_2021,CN2011_3663,2012,06/19/12 00:00:00,Chandeleur North B,,,MWP,barrier island,N,"photos taken, counted SATE and ROYT; no BLSK or GBTE obs observed",,,,,"Habitat: barrier island | Notes: photos taken, counted SATE and ROYT; no BLSK or GBTE obs observed",,,98,False
colony_notes_2011_2021,CN2011_3664,2012,05/29/12 00:00:00,Chandeleur North C,,,MWP,barrier island,N,CATE and LAGU colony; counted,,,,,Habitat: barrier island | Notes: CATE and LAGU colony; counted,,,62,False
colony_notes_2011_2021,CN2011_3665,2012,06/19/12 00:00:00,Chandeleur North C,,,MWP,barrier island,N,flew past but not right over colony; no photos taken,,,,,Habitat: barrier island | Notes: flew past but not right over colony; no photos taken,,,85,False
colony_notes_2011_2021,CN2011_3666,2012,05/29/12 00:00:00,Chandeleur North D,,,MWP,barrier island,N,"photos taken; small number of BLSK, GBTE; use June survey; was able to match area with June survey",,,,,"Habitat: barrier island | Notes: photos taken; small number of BLSK, GBTE; use June survey; was able to match area with June survey",,,131,False
colony_notes_2011_2021,CN2011_3667,2012,06/19/12 00:00:00,Chandeleur North D,,,MWP,barrier island,N,photos taken; use this June survey for totals; was able to match area with May survey,,,,,Habitat: barrier island | Notes: photos taken; use this June survey for totals; was able to match area with May survey,,,118,False
colony_notes_2011_2021,CN2011_3668,2012,05/29/12 00:00:00,Chandeleur North E,,,MWP,barrier island,N,photos taken; use June survey for this area; more BLSK in June and appear to be incubating in June,,,,,Habitat: barrier island | Notes: photos taken; use June survey for this area; more BLSK in June and appear to be incubating in June,,,131,False
colony_notes_2011_2021,CN2011_3669,2012,06/19/12 00:00:00,Chandeleur North E,,,MWP,barrier island,N,photos taken; use June survey as more birds and they appear to be incubating,,,,,Habitat: barrier island | Notes: photos taken; use June survey as more birds and they appear to be incubating,,,109,False
colony_notes_2011_2021,CN2011_3670,2012,05/29/12 00:00:00,Chandeleur North F,,,MWP,barrier island,N,"flew past, no photos, assume no birds observed",,,,,"Habitat: barrier island | Notes: flew past, no photos, assume no birds observed",,,79,False
colony_notes_2011_2021,CN2011_3671,2012,06/19/12 00:00:00,Chandeleur North F,,,MWP,barrier island,N,small BLSK colony; Cam2 photos only; used these to count colony,,,,,Habitat: barrier island | Notes: small BLSK colony; Cam2 photos only; used these to count colony,,,96,False
colony_notes_2011_2021,CN2011_3672,2012,05/29/12 00:00:00,Chandeleur North G,,,MWP,barrier island,N,"did not fly too close to this colony, track line was about 0.5 miles away; no photos and not counted",,,,,"Habitat: barrier island | Notes: did not fly too close to this colony, track line was about 0.5 miles away; no photos and not counted",,,133,False
